Year,Area,Value
2014,Kota Bharu,39.87084916064208
2014,Kota Kinabalu,34.68539595064095
2014,Kota Tinggi,38.49010302118301
2014,Kuala Selangor,41.16529117749622
2014,Kuala Terengganu,31.43515954244431
2014,Kuching,35.975327957636296
2014,Kulim,NA
2014,Labuan,32.18640273359255
2014,Langkawi,30.697551833196673
2014,Larkin,43.23354688410017
2014,Limbang,30.168582375478927
2014,Minden,45.770501405810684
2014,Miri,35.25028610666056
2014,Muar,45.43978877281598
2014,Mukah,NA
2014,Nilai,55.3672383205204
2014,Paka,41.10623613507518
2014,Pasir Gudang,46.941812624897146
2014,Pegoh Ipoh,47.5961972667855
2014,Pengerang,NA
2014,Petaling Jaya,49.816616593482784
2014,Port Dickson,45.311947931194794
2014,Putrajaya,44.85459062943682
2014,Rompin,NA
2014,Samalaju,NA
2014,Samarahan,38.46056009334889
2014,Sandakan,31.811629526462397
2014,Sarikei,32.89589008646216
2014,Seberang Jaya,46.45123209169054
2014,Seberang Perai,41.927850597378495
2014,Segamat,NA
2014,Seremban,47.031912415560214
2014,Seri Manjung,41.27177985948478
2014,Shah Alam,49.82335329341317
2014,Sibu,38.44159907300116
2014,Sri Aman,39.144640753828035
2014,Sungai Petani,56.85186054701256
2014,Taiping,45.267058132706985
2014,Tanah Merah,37.60382255781029
2014,Tangkak,NA
2014,Tanjung Malim,40.238053540155114
2014,Tasek Ipoh,46.98087463556851
2014,Tawau,29.891898428053203
2014,Temerloh,NA
2015,Alor Gajah,NA
2015,Alor Setar,48.63715415019763
2015,Balik Pulau,NA
2015,Balok Baru Kuantan,48.31680713931581
2015,Bandaraya Melaka,39.23903095558546
2015,Banting,55.66895151053567
2015,Batu Muda,47.23850823937554
2015,Batu Pahat,NA
2015,Besut,NA
2015,Bintulu,42.21067487811137
2015,Bukit Rambai,54.346630327056495
2015,Cheras,50.354332733350475
2015,Indera Mahkota Kuantan,35.03530018036589
2015,Jerantut,41.07657770017461
2015,Kangar,42.544173168890005
2015,Kapit,34.43440391943386
2015,Kemaman,49.683982683982684
2015,Keningau,31.919957593426982
2015,Kimanis,NA
2015,Klang,57.511104863649145
2015,Kluang,NA
2015,Kota Bharu,60.91857768616336
2015,Kota Kinabalu,41.69827349958893
2015,Kota Tinggi,42.64283897227169
2015,Kuala Selangor,39.87236877164935
2015,Kuala Terengganu,46.35624052551794
2015,Kuching,36.05133028755711
2015,Kulim,NA
2015,Labuan,37.79288597376387
2015,Langkawi,42.55951478392722
2015,Larkin,49.99326599326599
2015,Limbang,29.083224286835907
2015,Minden,52.12310030395137
2015,Miri,38.04069478908188
2015,Muar,45.824310776942355
2015,Mukah,NA
2015,Nilai,53.454475308641975
2015,Paka,44.480828220858896
2015,Pasir Gudang,46.51179487179487
2015,Pegoh Ipoh,49.29887464014656
2015,Pengerang,NA
2015,Petaling Jaya,48.53985230455819
2015,Port Dickson,43.8
2015,Putrajaya,48.09750566893424
2015,Rompin,NA
2015,Samalaju,NA
2015,Samarahan,42.717922345075856
2015,Sandakan,32.40626579080344
2015,Sarikei,36.651804123711344
2015,Seberang Jaya,55.53218010684304
2015,Seberang Perai,42.17910828025478
2015,Segamat,NA
2015,Seremban,46.2919594067135
2015,Seri Manjung,44.101416853094705
2015,Shah Alam,45.671109902067464
2015,Sibu,38.46886258363356
2015,Sri Aman,31.81442233135177
2015,Sungai Petani,59.10694626474443
2015,Taiping,47.11386898669396
2015,Tanah Merah,52.029957582184515
2015,Tangkak,NA
2015,Tanjung Malim,33.84489580585598
2015,Tasek Ipoh,50.69263420724095
2015,Tawau,30.375752814873003
2015,Temerloh,NA
2016,Alor Gajah,NA
2016,Alor Setar,42.81693989071038
2016,Balik Pulau,NA
2016,Balok Baru Kuantan,34.0655737704918
2016,Bandaraya Melaka,44.16986301369863
2016,Banting,50.330601092896174
2016,Batu Muda,40.614754098360656
2016,Batu Pahat,NA
2016,Besut,NA
2016,Bintulu,39.9207650273224
2016,Bukit Rambai,44.40163934426229
2016,Cheras,40.71349862258953
2016,Indera Mahkota Kuantan,38.73150684931507
2016,Jerantut,29.483606557377048
2016,Kangar,41.3801652892562
2016,Kapit,28.303030303030305
2016,Kemaman,46.95068493150685
2016,Keningau,29.524725274725274
2016,Kimanis,NA
2016,Klang,52.595628415300546
2016,Kluang,NA
2016,Kota Bharu,43.14876033057851
2016,Kota Kinabalu,40.202185792349724
2016,Kota Tinggi,45.131147540983605
2016,Kuala Selangor,36.72576177285318
2016,Kuala Terengganu,38.38251366120219
2016,Kuching,33.19125683060109
2016,Kulim,NA
2016,Labuan,26.603825136612024
2016,Langkawi,47.77049180327869
2016,Larkin,43.86065573770492
2016,Limbang,27.62130177514793
2016,Minden,43.83606557377049
2016,Miri,38.73224043715847
2016,Muar,35.14207650273224
2016,Mukah,NA
2016,Nilai,50.14207650273224
2016,Paka,38.26775956284153
2016,Pasir Gudang,44.97540983606557
2016,Pegoh Ipoh,44.295081967213115
2016,Pengerang,NA
2016,Petaling Jaya,41.21584699453552
2016,Port Dickson,40.27197802197802
2016,Putrajaya,45.662049861495845
2016,Rompin,NA
2016,Samalaju,NA
2016,Samarahan,39.65469613259668
2016,Sandakan,26.715846994535518
2016,Sarikei,36.61538461538461
2016,Seberang Jaya,49.81967213114754
2016,Seberang Perai,35.4986301369863
2016,Segamat,NA
2016,Seremban,37.395604395604394
2016,Seri Manjung,36.71978021978022
2016,Shah Alam,46.09366391184573
2016,Sibu,34.90684931506849
2016,Sri Aman,26.666666666666668
2016,Sungai Petani,57.19945355191257
2016,Taiping,51.22677595628415
2016,Tanah Merah,35.206043956043956
2016,Tangkak,NA
2016,Tanjung Malim,39.24033149171271
2016,Tasek Ipoh,41.53972602739726
2016,Tawau,29.702185792349727
2016,Temerloh,NA
2017,Alor Gajah,25.27091963545982
2017,Alor Setar,27.130167921250724
2017,Balik Pulau,22.181478472786353
2017,Balok Baru Kuantan,30.408735256335397
2017,Bandaraya Melaka,31.092439985668218
2017,Banting,NA
2017,Batu Muda,32.12901734104046
2017,Batu Pahat,23.716657834304893
2017,Besut,19.817680510080994
2017,Bintulu,30.223125884016973
2017,Bukit Rambai,32.46606665045001
2017,Cheras,33.550932929904185
2017,Indera Mahkota Kuantan,24.98975
2017,Jerantut,23.629362670713203
2017,Kangar,25.713471565417727
2017,Kapit,18.327430293896008
2017,Kemaman,28.524628252788105
2017,Keningau,21.812398984068345
2017,Kimanis,12.195358569526347
2017,Klang,NA
2017,Kluang,23.754993812975076
2017,Kota Bharu,31.486128845037726
2017,Kota Kinabalu,24.94950175060598
2017,Kota Tinggi,27.42795871867042
2017,Kuala Selangor,NA
2017,Kuala Terengganu,27.939670712654728
2017,Kuching,22.144795263936853
2017,Kulim,20.99775591230796
2017,Labuan,NA
2017,Langkawi,27.00836081017428
2017,Larkin,32.49609328044236
2017,Limbang,17.44205688734319
2017,Minden,44.63846455150803
2017,Miri,20.310348797053067
2017,Muar,27.5413870246085
2017,Mukah,17.63745609169902
2017,Nilai,41.43350624852629
2017,Paka,24.245251463385497
2017,Pasir Gudang,31.705039465695204
2017,Pegoh Ipoh,35.501857441374504
2017,Pengerang,23.412055698057898
2017,Petaling Jaya,NA
2017,Port Dickson,30.380248651184612
2017,Putrajaya,34.34298817282163
2017,Rompin,22.078808788814236
2017,Samalaju,20.715545564585856
2017,Samarahan,20.853958792276792
2017,Sandakan,23.753148290927783
2017,Sarikei,20.64081434803684
2017,Seberang Jaya,35.80396732788798
2017,Seberang Perai,30.20810463622562
2017,Segamat,26.622889305816134
2017,Seremban,28.099766081871344
2017,Seri Manjung,30.947208950005827
2017,Shah Alam,NA
2017,Sibu,22.61202057998129
2017,Sri Aman,17.53598363799054
2017,Sungai Petani,34.51337021668972
2017,Taiping,36.74143855907098
2017,Tanah Merah,26.443341404358353
2017,Tangkak,NA
2017,Tanjung Malim,25.603633260180445
2017,Tasek Ipoh,35.76312677388837
2017,Tawau,22.478583517771124
2017,Temerloh,27.70844819198962
2018,Alor Gajah,34.75046468401487
2018,Alor Setar,31.41230911614993
2018,Balik Pulau,32.44327268513153
2018,Balok Baru Kuantan,36.07479319852941
2018,Bandaraya Melaka,38.05217060167555
2018,Banting,42.8134328358209
2018,Batu Muda,40.00176449829432
2018,Batu Pahat,33.73713807130893
2018,Besut,30.6701256773896
2018,Bintulu,35.06007820831852
2018,Bukit Rambai,39.701464111415305
2018,Cheras,43.9540350877193
2018,Indera Mahkota Kuantan,30.481323877068558
2018,Jerantut,26.87449110154705
2018,Kangar,30.66785290628707
2018,Kapit,24.51151500062243
2018,Kemaman,32.74840579710145
2018,Keningau,29.465457992653157
2018,Kimanis,21.48987475125834
2018,Klang,49.10914591575518
2018,Kluang,32.62098751021361
2018,Kota Bharu,33.24610011641443
2018,Kota Kinabalu,30.128011336797353
2018,Kota Tinggi,30.475663206459053
2018,Kuala Selangor,35.39240801117839
2018,Kuala Terengganu,33.03158019707943
2018,Kuching,32.575203994641335
2018,Kulim,32.27014499643452
2018,Labuan,29.372802344166224
2018,Langkawi,29.162352379816294
2018,Larkin,38.7360834407594
2018,Limbang,23.54973943254198
2018,Minden,37.88043748446433
2018,Miri,32.809742647058826
2018,Muar,24.233723958333332
2018,Mukah,29.837074078381207
2018,Nilai,43.881831954317676
2018,Paka,28.00345741615766
2018,Pasir Gudang,38.20929157517624
2018,Pegoh Ipoh,41.69680789320952
2018,Pengerang,33.75660689004247
2018,Petaling Jaya,45.293644218250684
2018,Port Dickson,37.14044619119177
2018,Putrajaya,41.701988277209516
2018,Rompin,31.60027083589807
2018,Samalaju,30.438809131560365
2018,Samarahan,27.757449344457687
2018,Sandakan,27.043177480916032
2018,Sarikei,27.59183438757907
2018,Seberang Jaya,39.1378079668432
2018,Seberang Perai,38.75014580660212
2018,Segamat,35.52545348156817
2018,Seremban,34.715552927261975
2018,Seri Manjung,35.18446150267504
2018,Shah Alam,44.93614273975819
2018,Sibu,32.918622300058374
2018,Sri Aman,25.519660937132095
2018,Sungai Petani,35.60982625704752
2018,Taiping,40.41132300357569
2018,Tanah Merah,34.82854799015587
2018,Tangkak,39.26222547584187
2018,Tanjung Malim,25.027870937897536
2018,Tasek Ipoh,39.266253507951355
2018,Tawau,22.00430432759423
2018,Temerloh,35.24474474474474
2019,Alor Gajah,59.20627853881278
2019,Alor Setar,48.538356164383565
2019,Balik Pulau,56.61232876712329
2019,Balok Baru Kuantan,58.221689497716895
2019,Bandaraya Melaka,58.04372710622711
2019,Banting,64.60771777600182
2019,Batu Muda,63.734310581768206
2019,Batu Pahat,55.897260273972606
2019,Besut,47.58002283105023
2019,Bintulu,53.78824200913242
2019,Bukit Rambai,60.962100456621
2019,Cheras,64.72765762673075
2019,Indera Mahkota Kuantan,51.03077099062
2019,Jerantut,49.45365296803653
2019,Kangar,46.98458904109589
2019,Kapit,37.59771689497717
2019,Kemaman,54.3986301369863
2019,Keningau,45.21940639269406
2019,Kimanis,38.95444685466377
2019,Klang,67.74129638112689
2019,Kluang,52.62945205479452
2019,Kota Bharu,54.75445205479452
2019,Kota Kinabalu,44.7046803652968
2019,Kota Tinggi,46.20192197689052
2019,Kuala Selangor,59.18778538812786
2019,Kuala Terengganu,54.028424657534245
2019,Kuching,53.4714008448453
2019,Kulim,52.21335616438356
2019,Labuan,45.085150332797795
2019,Langkawi,46.59337899543379
2019,Larkin,60.28190454389379
2019,Limbang,38.23858447488585
2019,Minden,55.86867760064228
2019,Miri,55.38093607305936
2019,Muar,NA
2019,Mukah,41.39246575342466
2019,Nilai,65.42885012623364
2019,Paka,46.69577625570776
2019,Pasir Gudang,55.69616350765015
2019,Pegoh Ipoh,58.67902081903455
2019,Pengerang,49.06427674392054
2019,Petaling Jaya,65.58002283105023
2019,Port Dickson,59.196545017732525
2019,Putrajaya,65.64668192219679
2019,Rompin,58.75342465753425
2019,Samalaju,48.793202105745024
2019,Samarahan,42.632990867579906
2019,Sandakan,41.83314259555962
2019,Sarikei,46.4635232332458
2019,Seberang Jaya,57.577983751001256
2019,Seberang Perai,55.11609589041096
2019,Segamat,57.96073059360731
2019,Seremban,57.20627853881278
2019,Seri Manjung,57.489269406392694
2019,Shah Alam,67.75103069170866
2019,Sibu,52.58413242009132
2019,Sri Aman,52.009185899644045
2019,Sungai Petani,54.96163945655897
2019,Taiping,54.8236301369863
2019,Tanah Merah,53.571019800846976
2019,Tangkak,60.38203661327231
2019,Tanjung Malim,43.58716540837337
2019,Tasek Ipoh,58.75844748858447
2019,Tawau,34.87545662100457
2019,Temerloh,58.03630136986301
2020,Alor Gajah,45.49319144066827
2020,Alor Setar,43.92068571428572
2020,Balik Pulau,50.940914285714285
2020,Balok Baru Kuantan,43.31577142857143
2020,Bandaraya Melaka,47.94285714285714
2020,Banting,54.700228571428575
2020,Batu Muda,55.33611428571429
2020,Batu Pahat,41.154514285714285
2020,Besut,41.73752860411899
2020,Bintulu,42.446285714285715
2020,Bukit Rambai,50.25497142857143
2020,Cheras,52.923542857142856
2020,Indera Mahkota Kuantan,39.67554285714286
2020,Jerantut,44.60935177775237
2020,Kangar,43.17910618356384
2020,Kapit,26.339085714285716
2020,Kemaman,44.63131428571428
2020,Keningau,38.6976
2020,Kimanis,28.1208
2020,Klang,62.510115441764775
2020,Kluang,35.33676268861454
2020,Kota Bharu,49.28280749885688
2020,Kota Kinabalu,31.669028571428573
2020,Kota Tinggi,33.82386558463824
2020,Kuala Selangor,51.465828571428574
2020,Kuala Terengganu,49.40843621399177
2020,Kuching,36.03668571428572
2020,Kulim,46.7224
2020,Labuan,40.92310332990045
2020,Langkawi,38.651314285714285
2020,Larkin,51.89782857142857
2020,Limbang,27.016
2020,Minden,48.8384
2020,Miri,45.87737142857143
2020,Muar,NA
2020,Mukah,26.855314285714286
2020,Nilai,57.45108571428572
2020,Paka,35.39158761001257
2020,Pasir Gudang,46.87817142857143
2020,Pegoh Ipoh,52.00914390216025
2020,Pengerang,36.14253057492285
2020,Petaling Jaya,58.94788571428571
2020,Port Dickson,47.793257142857144
2020,Putrajaya,54.30341831485081
2020,Rompin,41.99417142857143
2020,Samalaju,37.80148571428571
2020,Samarahan,28.72050754458162
2020,Sandakan,38.31923648416962
2020,Sarikei,29.055085714285713
2020,Seberang Jaya,55.15110298319808
2020,Seberang Perai,51.20251428571429
2020,Segamat,47.18024917133387
2020,Seremban,47.193714285714286
2020,Seri Manjung,51.62811428571428
2020,Shah Alam,56.27404177186137
2020,Sibu,33.70285714285714
2020,Sri Aman,30.1768
2020,Sungai Petani,46.791290433192366
2020,Taiping,49.25111441307578
2020,Tanah Merah,49.86150503202196
2020,Tangkak,47.00228623685414
2020,Tanjung Malim,31.555263458680994
2020,Tasek Ipoh,52.39067321979655
2020,Tawau,27.64016064257028
2020,Temerloh,48.87278546119556
2021,Alor Gajah,49.29975964289802
2021,Alor Setar,43.14739125470944
2021,Balik Pulau,46.8907967032967
2021,Balok Baru Kuantan,45.413222196848594
2021,Bandaraya Melaka,50.20815254624343
2021,Banting,58.96485247443282
2021,Batu Muda,54.87004808793222
2021,Batu Pahat,46.20627853881278
2021,Besut,41.96643835616438
2021,Bintulu,44.993606576093164
2021,Bukit Rambai,58.01461354035849
2021,Cheras,55.472317941649436
2021,Indera Mahkota Kuantan,40.153310502283105
2021,Jerantut,46.26864988558352
2021,Kangar,40.95878773963953
2021,Kapit,29.03835616438356
2021,Kemaman,41.17716894977169
2021,Keningau,39.7685619494337
2021,Kimanis,22.167570686670512
2021,Klang,69.7208904109589
2021,Kluang,41.04867712747681
2021,Kota Bharu,51.37413713759779
2021,Kota Kinabalu,31.682608695652174
2021,Kota Tinggi,40.21240558480201
2021,Kuala Selangor,55.429667812142036
2021,Kuala Terengganu,51.8723087494274
2021,Kuching,34.147488584474885
2021,Kulim,43.93857746318073
2021,Labuan,43.54703196347032
2021,Langkawi,36.149086757990865
2021,Larkin,55.300342465753424
2021,Limbang,30.871152305755807
2021,Minden,49.38999542124542
2021,Miri,45.289840182648405
2021,Muar,NA
2021,Mukah,30.333448117539028
2021,Nilai,59.043150684931504
2021,Paka,37.9532979704797
2021,Pasir Gudang,49.46448587441382
2021,Pegoh Ipoh,52.40228310502283
2021,Pengerang,43.61812149639629
2021,Petaling Jaya,66.29860274632618
2021,Port Dickson,51.92557077625571
2021,Putrajaya,53.546733783319986
2021,Rompin,56.35049776862341
2021,Samalaju,39.527054794520545
2021,Samarahan,33.21976384271466
2021,Sandakan,32.144748858447485
2021,Sarikei,34.11774802608994
2021,Seberang Jaya,56.23995433789954
2021,Seberang Perai,50.53184931506849
2021,Segamat,48.175456621004564
2021,Seremban,48.22511415525114
2021,Seri Manjung,49.169406392694064
2021,Shah Alam,61.67551280565535
2021,Sibu,32.090307112684094
2021,Sri Aman,32.33881278538813
2021,Sungai Petani,49.95148401826484
2021,Taiping,48.05485425751664
2021,Tanah Merah,49.14148351648352
2021,Tangkak,50.06117972988572
2021,Tanjung Malim,37.08390410958904
2021,Tasek Ipoh,55.054452054794524
2021,Tawau,29.401098272508865
2021,Temerloh,48.71766994735638
2022,Alor Gajah,43.72485894457351
2022,Alor Setar,44.94891232696111
2022,Balik Pulau,49.41331575477917
2022,Balok Baru Kuantan,43.03131179960448
2022,Bandaraya Melaka,46.401257029440956
2022,Banting,61.05572139303482
2022,Batu Muda,56.160145888594165
2022,Batu Pahat,39.411645910467854
2022,Besut,46.89815425181279
2022,Bintulu,48.396082337317395
2022,Bukit Rambai,51.412239408204435
2022,Cheras,55.1469414893617
2022,Indera Mahkota Kuantan,34.928954423592494
2022,Jerantut,41.03268206039076
2022,Kangar,43.573534338358456
2022,Kapit,35.77637690776377
2022,Kemaman,36.80166666666667
2022,Keningau,33.340375586854464
2022,Kimanis,22.06016806722689
2022,Klang,63.95290215588723
2022,Kluang,34.75946398659966
2022,Kota Bharu,53.154251812788395
2022,Kota Kinabalu,35.6803305785124
2022,Kota Tinggi,30.485987471150676
2022,Kuala Selangor,55.166666666666664
2022,Kuala Terengganu,51.45928123969667
2022,Kuching,29.682508250825084
2022,Kulim,50.49901120632828
2022,Labuan,39.309924167490934
2022,Langkawi,40.802391232148786
2022,Larkin,51.6156888595913
2022,Limbang,29.009970089730807
2022,Minden,52.25719063545151
2022,Miri,39.38365194462755
2022,Muar,NA
2022,Mukah,30.15909844216109
2022,Nilai,58.462096242584046
2022,Paka,33.33525423728813
2022,Pasir Gudang,47.88328912466844
2022,Pegoh Ipoh,54.88529993408042
2022,Pengerang,41.955159907682166
2022,Petaling Jaya,63.28189028420357
2022,Port Dickson,52.9248496993988
2022,Putrajaya,50.17682317682318
2022,Rompin,36.068793619142575
2022,Samalaju,42.00296638101516
2022,Samarahan,33.30947511929107
2022,Sandakan,32.78978779840849
2022,Sarikei,43.354463989379354
2022,Seberang Jaya,59.29970326409496
2022,Seberang Perai,51.812788398154254
2022,Segamat,40.807514831905074
2022,Seremban,59.21140380126709
2022,Seri Manjung,50.083415759973626
2022,Shah Alam,62.03731092436975
2022,Sibu,35.68401856763926
2022,Sri Aman,35.11107448912327
2022,Sungai Petani,52.48286090969018
2022,Taiping,48.5
2022,Tanah Merah,53.299306243805745
2022,Tangkak,43.486156888595914
2022,Tanjung Malim,44.96341463414634
2022,Tasek Ipoh,56.18375499334221
2022,Tawau,45.03085600530856
2022,Temerloh,40.76460878177616
